title,ano,source,selection_criteria,status,comments,Tecnologia do display,Tecnologia do input,Tipo de interação,Suporte à colaboração,Usa modelo com nome?,Tamanho da mesa
Exploring Interactions with Tangible and Actuated Tokens on a Shared Tabletop for Railway Traffic Management Control Centres,2025.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,https://hal.science/hal-04830460v1/document,Front-Projected,Tangible-Tokens,Tangibility,Colaboração presencial,,
Exploring Narrative Gestures on Digital Surfaces,2014.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Electrical-Based,Multi-touch,Colaboração presencial,SMART Table,
Exploring and modeling unimanual object manipulation on multi-touch displays,2015.0,Science@Direct,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,Microsoft Surface,30”
Exploring spatial meaning with a tangible map,2017.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Electrical-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,
Exploring tabletop file system interaction,2007.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Pen, Sensor-Assisted-Vision-Based","Gesture, Tangibility",Colaboração presencial,,
Exploring tabletops as an effective tool to foster creativity traits,2012.0,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,Microsoft Surface,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Microsoft Surface + Tangibles,30”
Exploring tangible and direct touch interfaces for manipulating 2D and 3D information on a digital table,2009.0,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,72”
Exploring the Layered Use of Transparent Display on a Large Tabletop Display,2016.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Electrical-Based, Sensor-Assisted-Vision-Based",Multi-touch,Colaboração presencial,,
Exploring the design space of gestural interaction with active tokens through user-defined gestures,2014.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Microsoft Surface + Sifteo Cubes,30”
Exploring the effects of group size and table size on interactions with tabletop shared-display groupware,2004.0,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Exploring true multi-user multimodal interaction over a digital table,2008.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Expressive touch: studying tapping force on tabletops,2014.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Sound-Based",Multi-touch,Usuário único,,
Eye-Tracking in Educational Multi-Touch Games: Design-Based (interaction) research and great visions,2020.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Electrical-Based, Tangible-Tokens","Tangibility, Touch",Colaboração presencial,TABULA project,
Eye-tracking volume simulation method to configure hardware settings for tangible and multi-user tabletop interaction,2013.0,Scopus,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Eye-Tracking, Pure-Vision-Based",Gaze,Colaboração presencial,,
Facilitating shared understanding of work situations using a tangible tabletop interface,2014.0,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
Feedback and Guidance to Support Children with Intellectual Disabilities in Discovery Learning with a Tangible Interactive Tabletop,2018.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,LightTable,
FeelSound: interactive acoustic music making,2009.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Figaro: A Tabletop Authoring Environment for Human-Robot Interaction,2021.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Sound-Based","Multi-touch, Speech, Tangibility",Colaboração presencial,,
Fighting for control: children's embodied interactions when using physical and digital representations,2009.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
File System Access for Tabletop Interaction,2010.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Pen,Tangibility,Colaboração presencial,Mimio Whiteboard,
Finger gesture interaction on large tabletop for sharing digital documents among multiple users,2008.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,uTable,169”
Firestorm: a brainstorming application for collaborative group work at tabletops,2011.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Electrical-Based,Multi-touch,Colaboração presencial,,46”
Flexible learning itinerary vs. linear learning itinerary,2014.0,Science@Direct,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Sensor-Assisted-Vision-Based,Touch,Colaboração presencial,,
Flipping the Flipped Classroom: A Study of the Effectiveness of Video Lectures Versus Constructivist Exploration Using Tangible User Interfaces,2016.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,Combinatorix,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
Fluid DTMouse: Better mouse support for touch-based interactions,2006.0,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
Fluid integration of rotation and translation,2005.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,"Rear-Projected, Front-Projected",Sensor-Assisted-Vision-Based,Touch,Colaboração presencial,SMART Board + Top projected,
Fostering AI Literacy with Embodiment Creativity: From Activity Boxes to Museum Exhibits,2023.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,Ideum tangible touchscreen tabletop,Embedded,"Electrical-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Ideum (Model Ommited),
Framework for bimanual inter-device interactions,2014.0,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Samsung SUR40,40”
Futura: design for collaborative learning and game play on a multi-touch digital tabletop,2010.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,48”
Future Dining Table: Dish Recommendation Based on Dining Activity Recognition,2010.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens",Tangibility,Usuário único,,
G-nome surfer: a tabletop interface for collaborative exploration of genomic data,2010.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,Microsoft Surface,30”
GAINE – A portable framework for the development of edutainment applications based on multitouch and tangible interaction,2016.0,Science@Direct,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,50”
GAINE — tanGible augmented interaction for edutainment,2015.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,"Multi-touch, Tangibility",Colaboração presencial,,
GSI demo: multiuser gesture/speech interaction over digital tables by wrapping single user applications,2006.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Electrical-Based, Pen, Sound-Based","Gesture, Multi-touch, Speech, Tangibility",Colaboração presencial,DiamondTouch + Gesture + Speech,42”
GeoGate: Correlating Geo-Temporal Datasets Using an Augmented Reality Space-Time Cube and Tangible Interactions,2019.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,"Embedded, Headset","Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Usuário único,,
Gesture-Based Interactions on Multiple Large Displays with a Tabletop Interface,2007.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,u-Table,59”
GestureAgents: an agent-based framework for concurrent multi-task multi-user interaction,2013.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens","Gesture, Multi-touch, Tangibility",Colaboração presencial,ReacTable + Gesture,
"Gestures as a ""creation"" mechanism for tabletop interfaces",2010.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,Microsoft Surface,30”
Gestures by Children and Adults on Touch Tables and Touch Walls in a Public Science Center,2016.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Electrical-Based,Multi-touch,Colaboração presencial,ideum 55 pro,"55"""
Getting sidetracked: Display design and occasioning photo-talk with the photohelix,2009.0,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Pen, Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
GhostID: Enabling Non-Persistent User Differentiation in Frequency-Division Capacitive Multi-Touch Sensors,2017.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,Electrical-Based,Touch,Usuário único,,10”
Group Touch: Distinguishing Tabletop Users in Group Settings via Statistical Modeling of Touch Pairs,2017.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,Samsung SUR40,40”
Group interaction on interactive multi-touch tables by children in India,2012.0,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,50”
Group vs Individual: Impact of TOUCH and TILT Cross-Device Interactions on Mixed-Focus Collaboration,2018.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,54”
Guidelines to design tangible tabletop activities for children with attention deficit hyperactivity disorder,2019.0,Science@Direct,Study evaluating digital tabletop techniques,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,NIKVision,
Hand gesture interaction using color-based method for tabletop interfaces,2011.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,Pure-Vision-Based,"Gesture, Touch",Usuário único,,
Hand gesture recognition using contour based method for tabletop surfaces,2013.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Pure-Vision-Based,Gesture,Usuário único,,
Hands-on Maps — a Multi-touch Map Application in a Public Space,2013.0,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,MultiTaction Cell Advanced (MT467),46”
Haptic u-Table: A Believable Feedback System with a Quasi-tangible Tabletop Interface,2010.0,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,u-Table,59”
Harnessing the benefits of bimanual and multi-finger input for supporting grouping tasks on interactive tabletops,2012.0,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,Microsoft Surface,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,Microsoft Surface,30”
Hexart: Smart Merged Touch Tables,2015.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,"Gesture, Multi-touch",Colaboração presencial,,
How do interactive tabletop systems influence collaboration?,2012.0,Science@Direct,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
How do preschoolers interact with peers? Characterising child and group behaviour in games with tangible interfaces in school,2022.0,Science@Direct,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,NIKVision,
Hugin: A framework for awareness and coordination in mixed-presence collaborative information visualization,2010.0,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração remota,,
Hxi: research down under in distributed intense collaboration between teams,2008.0,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,,Embedded,Sensor-Assisted-Vision-Based,Touch,Colaboração presencial,[braccetto] research platform,46’’
Hyakunin-Eyesshu: a tabletop Hyakunin-Isshu game with computer opponent by the action prediction based on gaze detection,2011.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Eye-Tracking, Sensor-Assisted-Vision-Based","Gaze, Multi-touch",Usuário único,,
Hyperinteractive Evolutionary Computation,2011.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,“Asus Eee Top” touchscreen PC,Embedded,Electrical-Based,Multi-touch,Colaboração presencial,Asus Eee Top,
Immertable: a configurable and customizable tangible tabletop for audiovisual and musical control,2017.0,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Usuário único,Immertable,
ImmertableApp: Interactive and Tangible Learning Music Environment,2016.0,Springer Link,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Tangibility, Touch",Usuário único,Immertable,
Implementation and evaluations of vision-based finger flicking gesture recognition for tabletops,2008.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Pure-Vision-Based,Gesture,Colaboração presencial,,
Implementing widgets using sifteo cubes for visual modelling on tangible user interfaces,2014.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,Interessante falar que é modular,Rear-Projected,"Pure-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,,60”
Improving Menu Interaction for Cluttered Tabletop Setups with User-Drawn Path Menus,2007.0,IEEE Digital Library,Study evaluating digital tabletop techniques,Accepted,,Rear-Projected,Pen,Tangibility,Usuário único,,
Improving digital handoff in shared tabletop workspaces,2008.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Pen, Tangible-Tokens, Wearables",Tangibility,Colaboração presencial,,75”
Improving digital handoff using the space above the table,2013.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Electrical-Based, Pure-Vision-Based",Multi-touch,Colaboração presencial,,"60"""
Improving disaster response with multi-touch technologies,2007.0,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
In-Situ Occlusion Resolution for Hybrid Tabletop Environments,2015.0,Springer Link,Study describing digital tabletop techniques,Accepted,,"Embedded, Front-Projected",Sensor-Assisted-Vision-Based,"Gesture, Multi-touch",Colaboração presencial,,
"IncreTable, a mixed reality tabletop game experience",2008.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,"Rear-Projected, Front-Projected","Pen, Pure-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,,
Individual audio channels with single display groupware: effects on communication and task strategy,2004.0,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,Multi-touch,Colaboração presencial,DiamondTouch,42”
